,id,mode_score_flexibel,missing_from_mode_flexibel,flexibel_Geschichtslyrik,flexibel_empirisch,flexibel_nicht theoretisch,flexibel_Ballade (exakt),flexibel_Sprechinstanz nicht markiert,flexibel_Sprechinstanz Zeit unklar,flexibel_Erzählen (exakt),flexibel_Präsens und Präiteritum,flexibel_Konkretheit,flexibel_keine Positionierung zum Wissen,flexibel_vergangenheitsomdinant,flexibel_2 Zeitebenen (exakt),flexibel_zeitlich fixierbar,flexibel_Beginn ab 1500,flexibel_Ende bis 2000,flexibel_keine Anachronismen,flexibel_kein Gegenwartsbezug,flexibel_Europa (exakt),flexibel_deutscher Mittelraum (exakt),flexibel_Kein Kleinraum,flexibel_Handlung (exakt),flexibel_Krieg (u. a.),flexibel_positive Bewertung von Krieg (u. a.),flexibel_bekanntes Individuum (u. a.),flexibel_positive Bewertung von bekanntem Individuum (u. a.),flexibel_kein Nationalismus,flexibel_kein Heroismus,flexibel_keine Religiosität,flexibel_Personen-Marker (irgendwo),flexibel_keine Zeit-/Geschichts-Marker,flexibel_keine Ort-Marker,flexibel_Objekt-/Institutionen-Marker (irgendwo),flexibel_kein Bezug auf Überlieferung,flexibel_keine Bewertung von Überlieferung,flexibel_kein Bezug auf Geschichtsauffassungen,flexibel_keine Bewertung von Geschichtsauffassungen,flexibel_Ergänzung des Geschichtswissens,flexibel_Reim,flexibel_regelmäßiges Metrum,flexibel_keine verfremdende Sprache
1003,1892/93.Tetzner.1.145,27.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_Konkretheit + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_Beginn ab 1500 + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_keine Religiosität,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1004,1892/93.Tetzner.1.147,26.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_keine Positionierung zum Wissen + flexibel_zeitlich fixierbar + flexibel_Beginn ab 1500 + flexibel_deutscher Mittelraum (exakt) + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_kein Heroismus,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1005,1892/93.Tetzner.1.149,26.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_Beginn ab 1500 + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_keine Religiosität + flexibel_keine Ort-Marker + flexibel_Ergänzung des Geschichtswissens,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1006,1892/93.Tetzner.1.153,28.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_Beginn ab 1500 + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_Objekt-/Institutionen-Marker (irgendwo),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1007,1892/93.Tetzner.1.155,27.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_keine Positionierung zum Wissen + flexibel_zeitlich fixierbar + flexibel_Beginn ab 1500 + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_bekanntes Individuum (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_Personen-Marker (irgendwo),1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1008,1892/93.Tetzner.1.157,31.0,flexibel_2 Zeitebenen (exakt) + flexibel_Beginn ab 1500 + flexibel_Kein Kleinraum + flexibel_bekanntes Individuum (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_kein Heroismus + flexibel_keine Religiosität + flexibel_Personen-Marker (irgendwo) + flexibel_keine Ort-Marker,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1009,1892/93.Tetzner.1.160,28.0,flexibel_2 Zeitebenen (exakt) + flexibel_Beginn ab 1500 + flexibel_Kein Kleinraum + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_kein Nationalismus + flexibel_kein Heroismus + flexibel_keine Religiosität + flexibel_keine Ort-Marker + flexibel_kein Bezug auf Überlieferung + flexibel_keine Bewertung von Überlieferung + flexibel_kein Bezug auf Geschichtsauffassungen + flexibel_keine Bewertung von Geschichtsauffassungen,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1010,1892/93.Tetzner.1.161,30.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_2 Zeitebenen (exakt) + flexibel_Beginn ab 1500 + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_keine Zeit-/Geschichts-Marker,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1011,1892/93.Tetzner.1.165,28.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_Konkretheit + flexibel_keine Positionierung zum Wissen + flexibel_2 Zeitebenen (exakt) + flexibel_Beginn ab 1500 + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1012,1892/93.Tetzner.1.166,26.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Konkretheit + flexibel_keine Positionierung zum Wissen + flexibel_2 Zeitebenen (exakt) + flexibel_Beginn ab 1500 + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_keine Zeit-/Geschichts-Marker,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1013,1892/93.Tetzner.1.167,32.0,flexibel_Ballade (exakt) + flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_Beginn ab 1500 + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_keine Ort-Marker,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1014,1892/93.Tetzner.1.170,19.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_keine Positionierung zum Wissen + flexibel_vergangenheitsomdinant + flexibel_zeitlich fixierbar + flexibel_keine Anachronismen + flexibel_kein Gegenwartsbezug + flexibel_deutscher Mittelraum (exakt) + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_keine Zeit-/Geschichts-Marker + flexibel_keine Ort-Marker + flexibel_kein Bezug auf Überlieferung + flexibel_keine Bewertung von Überlieferung + flexibel_Ergänzung des Geschichtswissens,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1015,1892/93.Tetzner.1.171,28.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_Beginn ab 1500 + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.),1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1016,1892/93.Tetzner.1.173,26.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_Beginn ab 1500 + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_keine Zeit-/Geschichts-Marker + flexibel_keine Ort-Marker,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1017,1892/93.Tetzner.1.174,27.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Präsens und Präiteritum + flexibel_Konkretheit + flexibel_zeitlich fixierbar + flexibel_Beginn ab 1500 + flexibel_keine Anachronismen + flexibel_Kein Kleinraum + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_keine Zeit-/Geschichts-Marker + flexibel_Ergänzung des Geschichtswissens,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1018,1892/93.Tetzner.1.179,32.0,flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_Beginn ab 1500 + flexibel_Kein Kleinraum + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_keine Zeit-/Geschichts-Marker + flexibel_Objekt-/Institutionen-Marker (irgendwo),1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1019,1892/93.Tetzner.1.183,26.0,flexibel_Ballade (exakt) + flexibel_Erzählen (exakt) + flexibel_vergangenheitsomdinant + flexibel_zeitlich fixierbar + flexibel_kein Gegenwartsbezug + flexibel_deutscher Mittelraum (exakt) + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_bekanntes Individuum (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_keine Zeit-/Geschichts-Marker + flexibel_kein Bezug auf Überlieferung + flexibel_keine Bewertung von Überlieferung,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1020,1892/93.Tetzner.1.184,26.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_Konkretheit + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_Beginn ab 1500 + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1021,1892/93.Tetzner.1.185,27.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Konkretheit + flexibel_Beginn ab 1500 + flexibel_kein Gegenwartsbezug + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_Objekt-/Institutionen-Marker (irgendwo) + flexibel_kein Bezug auf Überlieferung + flexibel_keine Bewertung von Überlieferung + flexibel_Ergänzung des Geschichtswissens,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1022,1892/93.Tetzner.1.195,26.0,flexibel_Ballade (exakt) + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_Beginn ab 1500 + flexibel_deutscher Mittelraum (exakt) + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_bekanntes Individuum (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_Personen-Marker (irgendwo) + flexibel_keine Zeit-/Geschichts-Marker,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1023,1892/93.Tetzner.1.202,34.0,flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_Beginn ab 1500 + flexibel_Kein Kleinraum + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.),1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1024,1892/93.Tetzner.1.203,29.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Beginn ab 1500 + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_keine Zeit-/Geschichts-Marker,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1025,1892/93.Tetzner.1.212,29.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_Kein Kleinraum + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1026,1892/93.Tetzner.1.213,21.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_vergangenheitsomdinant + flexibel_zeitlich fixierbar + flexibel_kein Gegenwartsbezug + flexibel_deutscher Mittelraum (exakt) + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_bekanntes Individuum (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_keine Religiosität + flexibel_Personen-Marker (irgendwo) + flexibel_keine Zeit-/Geschichts-Marker + flexibel_kein Bezug auf Überlieferung + flexibel_keine Bewertung von Überlieferung + flexibel_Ergänzung des Geschichtswissens,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1027,1892/93.Tetzner.1.232,26.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_keine Positionierung zum Wissen + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_deutscher Mittelraum (exakt) + flexibel_Handlung (exakt) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_bekanntes Individuum (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_Objekt-/Institutionen-Marker (irgendwo),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1028,1892/93.Tetzner.1.233,25.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_Konkretheit + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_keine Ort-Marker + flexibel_Objekt-/Institutionen-Marker (irgendwo),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1029,1892/93.Tetzner.2.002,36.0,flexibel_2 Zeitebenen (exakt) + flexibel_Kein Kleinraum + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_kein Heroismus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1030,1892/93.Tetzner.2.003,27.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_keine Positionierung zum Wissen + flexibel_deutscher Mittelraum (exakt) + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_Reim + flexibel_regelmäßiges Metrum,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1031,1892/93.Tetzner.2.007,34.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Präsens und Präiteritum + flexibel_Kein Kleinraum + flexibel_kein Heroismus,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1032,1892/93.Tetzner.2.009,26.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_keine Positionierung zum Wissen + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_keine Zeit-/Geschichts-Marker + flexibel_Objekt-/Institutionen-Marker (irgendwo),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1033,1892/93.Tetzner.2.011,33.0,flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_Kein Kleinraum + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_Objekt-/Institutionen-Marker (irgendwo),1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1034,1892/93.Tetzner.2.012,35.0,flexibel_Kein Kleinraum + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_Objekt-/Institutionen-Marker (irgendwo),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
